paises,Afeganistao
paises,Africa do Sul
paises,Albania
paises,Alemanha
paises,Andorra
paises,Angola
paises,Antigua e Barbuda
paises,Arabia Saudita
paises,Argelia
paises,Argentina
paises,Armenia
paises,Australia
paises,Austria
paises,Azerbaijao
paises,Bahamas
paises,Bangladesh
paises,Barbados
paises,Barein
paises,Belarus
paises,Belgica
paises,Belize
paises,Benim
paises,Bolivia
paises,Bosnia-Herzegovina
paises,Botsuana
paises,Brasil
paises,Brunei
paises,Bulgaria
paises,Burkina Faso
paises,Burundi 
paises,Butao
paises,Cabo Verde
paises,Camaroes
paises,Camboja
paises,Canada
paises,Catar
paises,Cazaquistao
paises,Chade
paises,Chile
paises,China
paises,Chipre
paises,Cingapura
paises,Colombia
paises,Comores
paises,Congo
paises,Coreia do Norte
paises,Coreia do Sul
paises,Costa do Marfim
paises,Costa Rica
paises,Croacia
paises,Cuba
paises,Dinamarca
paises,Dkibuti
paises,Dominica
paises,Egito
paises,El Salvador
paises,Emirados Arabes Unidos
paises,Equador
paises,Eritria
paises,Eslovaquia
paises,Eslovenia
paises,Russia
paises,Federacao Russa
paises,Fiji
paises,Filipinas
paises,Finlandia
paises,Franca
paises,Gabao
paises,Gambia
paises,Gana
paises,Georgia
paises,Granada
paises,Iemen
paises,Ilhas Marshall
paises,Ilhas Salomao
paises,India
paises,Indonesia
paises,Ira
paises,Iraque
paises,Irlanda
paises,Islandia
paises,Israel
paises,Italia 
paises,Jamaica
paises,Japao
paises,Jordania
paises,Kiribati
paises,Kuwait
paises,Grecia
paises,Guatemala
paises,Guiana
paises,Guine
paises,Guine-Bissau
paises,Guine-Equatorial
paises,Haiti
paises,Holanda
paises,Honduras
paises,Hungria
paises,Paises Baixos
paises,Laos
paises,Lesoto
paises,Letonia
paises,Libano
paises,Liberia
paises,Libia
paises,Liechtenstein
paises,Lituania
paises,Luxemburgo
paises,Macedonia
paises,Madagascar
paises,Malasia
paises,Malaui
paises,Maldivas
paises,Mali
paises,Malta
paises,Marrocos
paises,Mauricio
paises,Mauritania
paises,Mexico
paises,Micronesia
paises,Mocambique
paises,Mianmar
paises,Moldovia
paises,Monaco
paises,Mongolia
paises,Montenegro
paises,Namibia
paises,Nauru
paises,Nepal
paises,Nicaragua
paises,Niger
paises,Nigeria
paises,Noruega
paises,Nova Zelandia
paises,Oma
paises,Palau
paises,Panama
paises,Papua Nova Guine
paises,Paquistao
paises,Paraguai
paises,Peru
paises,Polonia
paises,Portugal
paises,Quenia
paises,Quirguistao
paises,Reino Unido 
paises,Gra-Betanha
paises,Reino Unido da Gra-Betanha e Irlanda do Norte
paises,Republica Centro-Africana
paises,Republica Democratica do Congo
paises,Republica Dominicana
paises,Republica Tcheca
paises,Romenia
paises,Ruanda
paises,Samoa
paises,San Marino
paises,Santa Lucia
paises,Sao Cristovao e Nevis
paises,Sao Tome e Principe
paises,Sao Vicente e Granadinas
paises,Senegal
paises,Serra Leoa
paises,Servia
paises,Seicheles
paises,Siria
paises,Somalia
paises,Sri Lanka
paises,Suazilandia
paises,Sudao
paises,Sudao do Sul
paises,Suecia
paises,Suica
paises,Suriname
paises,Tadjiquistao
paises,Tailandia
paises,Tanzania
paises,Timor-Leste
paises,Togo
paises,Tonga
paises,Trinidad e Tobago
paises,Tunisia
paises,Turquia
paises,Turcomenistao
paises,Tuvalu
paises,Ucrania
paises,Uganda
paises,Uruguai
paises,Uzbequistao
paises,Vanuatu
paises,Venezuela
paises,Vietna
paises,Zambia
paises,Zimbabue